Matricule	Qualite	Nom usuel	Prenom usuel	Etat Senateur	Identifiant mandat	Date d'election	Date de debut de mandat	Annee de debut de mandat	Motif debut de mandat	Date de fin de mandat	Annee de fin de mandat	Motif fin de mandat	Commentaire
000069	M.	Molle	Marcel	ANCIEN	3407	23/09/1962	02/10/1962		Renouvellement	01/10/1971		Non réélu	
000033	M.	Monichon	Max	ANCIEN	3412	26/04/1959	28/04/1959		Renouvellement 2	01/10/1962		Fin de mandat	
000033	M.	Monichon	Max	ANCIEN	3413	23/09/1962	02/10/1962		Renouvellement 3	01/10/1971		Fin de mandat	
000033	M.	Monichon	Max	ANCIEN	3414	26/09/1971	02/10/1971		Renouvellement	05/10/1977		Décédé	
14109K	Mme	Monier	Marie-Pierre	ACTIF	14090	28/09/2014	01/10/2014		Election			En Cours	
000677	M.	Monnerville	Gaston	ANCIEN	5586		19/06/1955		Renouvellement 2	27/04/1959		Fin de mandat	
000677	M.	Monnerville	Gaston	ANCIEN	5587	26/04/1959	28/04/1959		Renouvellement 3	01/10/1965		Fin de mandat	
000677	M.	Monnerville	Gaston	ANCIEN	5588	26/09/1965	02/10/1965		Renouvellement 4	05/03/1974		Démissionnaire	
68036E	M.	Monory	René	ANCIEN	414	22/09/1968	02/10/1968		Election	29/04/1977		Membre Gouvernement	
68036E	M.	Monory	René	ANCIEN	416	02/09/1977	02/09/1977		Election	01/11/1977		Membre Gouvernement	
68036E	M.	Monory	René	ANCIEN	418	19/09/1981	19/09/1981		Election	19/04/1986		Membre Gouvernement	
68036E	M.	Monory	René	ANCIEN	420	28/09/1986	02/10/1986		Election	01/11/1986		Membre Gouvernement	
68036E	M.	Monory	René	ANCIEN	422	04/09/1988	04/09/1988		Election	01/10/1995		Fin de mandat	
68036E	M.	Monory	René	ANCIEN	423	24/09/1995	02/10/1995		Renouvellement 1	30/09/2004		Ne se représente pas	
000022	M.	Monsarrat	François	ANCIEN	3417		08/06/1958		Renouvellement 1	27/04/1959		Fin de mandat	
000022	M.	Monsarrat	François	ANCIEN	3418	26/04/1959	28/04/1959		Renouvellement 2	01/10/1968		Non réélu	
59236K	M.	Mont	Claude	ANCIEN	3421		19/06/1955		Election	27/04/1959		Fin de mandat	
59236K	M.	Mont	Claude	ANCIEN	3422	26/04/1959	28/04/1959		Renouvellement 1	01/10/1965		Fin de mandat	
59236K	M.	Mont	Claude	ANCIEN	3423	26/09/1965	02/10/1965		Renouvellement 2	01/10/1974		Fin de mandat	
59236K	M.	Mont	Claude	ANCIEN	3424	22/09/1974	02/10/1974		Renouvellement 3	02/10/1983		Fin de mandat	
59236K	M.	Mont	Claude	ANCIEN	3425	25/09/1983	03/10/1983		Renouvellement	01/10/1992		Non réélu	
000132	M.	Montaldo	Rene	ANCIEN	9565	31/05/1959	31/05/1959		Election	04/07/1962		Cessation de mandat (1962)	
14257W	M.	Montaugé	Franck	ACTIF	14293	28/09/2014	01/10/2014		Election			En Cours	
57135W	M.	Monteil	André	ANCIEN	3427	26/04/1959	28/04/1959		Election	01/10/1962		Fin de mandat	
57135W	M.	Monteil	André	ANCIEN	3428	23/09/1962	02/10/1962		Renouvellement	01/10/1971		Ne se représente pas	
000088	M.	Montpied	Gabriel	ANCIEN	3435	26/04/1959	28/04/1959		Renouvellement 2	01/10/1965		Fin de mandat	
000088	M.	Montpied	Gabriel	ANCIEN	3436	26/09/1965	02/10/1965		Renouvellement 3	01/10/1974		Ne se représente pas	
000290	M.	Moquet	Jacques	ANCIEN	3439		26/02/1971		Remplace	01/10/1971		Non réélu	En remplacement de M. René BLONDELLE, décédé
58026W	M.	Moreau	Henri	ANCIEN	3441		09/05/1978		Remplace	01/10/1980		Ne se représente pas	En remplacement de M. Lucien GRAND, décédé
000597	M.	Moreau	Paul	ANCIEN	3443		03/02/1987		Remplace	01/10/1992		Fin de mandat	En remplacement de M. Paul BENARD, décédé
000597	M.	Moreau	Paul	ANCIEN	3444	27/09/1992	02/10/1992		Renouvellement 1	01/07/1995		Décédé	
000100	M.	Moreau	Roger	ANCIEN	3446		23/07/1975		Remplace	02/10/1983		Ne se représente pas	En remplacement de M. Raymond VILLATTE, décédé
73006G	M.	Moreigne	Michel	ANCIEN	424		27/06/1973		Remplace	01/10/1980		Fin de mandat	En remplacement de M. Paul PAULY, décédé
73006G	M.	Moreigne	Michel	ANCIEN	425	28/09/1980	02/10/1980		Renouvellement	01/10/1989		Fin de mandat	
73006G	M.	Moreigne	Michel	ANCIEN	426	24/09/1989	02/10/1989		Renouvellement 2	30/09/1998		Fin de mandat	
73006G	M.	Moreigne	Michel	ANCIEN	5207	27/09/1998	01/10/1998		Renouvellement 3	30/09/2008		Ne se représente pas	
000284	M.	Morel	Léopold	ANCIEN	9567	31/05/1959	31/05/1959		Election	04/07/1962		Cessation de mandat (1962)	
000691	M.	Moreve	Roger	ANCIEN	5600	26/04/1959	28/04/1959		Election	01/10/1962		Fin de mandat	
000691	M.	Moreve	Roger	ANCIEN	5601	23/09/1962	02/10/1962		Renouvellement	01/10/1971		Ne se représente pas	
14265W	Mme	Morhet-Richaud	Patricia	ACTIF	14396		28/12/2014		Remplace			En Cours	en remplacement de M. Jean-Yves Dusserre, décédé
000027	M.	Morice	André	ANCIEN	3449	26/09/1965	02/10/1965		Election	01/10/1974		Fin de mandat	
000027	M.	Morice	André	ANCIEN	3450	22/09/1974	02/10/1974		Renouvellement	02/10/1983		Ne se représente pas	
04070G	Mme	Morin-Desailly	Catherine	ACTIF	10912	26/09/2004	01/10/2004		Election	30/09/2014		Fin de mandat	
04070G	Mme	Morin-Desailly	Catherine	ACTIF	14230	28/09/2014	01/10/2014		Renouvellement			En Cours	
14119M	M.	Morisset	Jean-Marie	ACTIF	14291	28/09/2014	01/10/2014		Election			En Cours	
02005N	M.	Mortemousque	Dominique	ANCIEN	6744		08/06/2002		Remplace	30/09/2008		Non réélu	En remplacement de M. Xavier Darcos, nommé membre du Gouvernement
000586	M.	Mossion	Jacques	ANCIEN	3453	25/09/1977	03/10/1977		Election	01/10/1986		Fin de mandat	
000586	M.	Mossion	Jacques	ANCIEN	3454	28/09/1986	02/10/1986		Renouvellement	01/10/1995		Non réélu	
000145	M.	Motais de Narbonne	Léon	ANCIEN	3458		08/06/1958		Renouvellement 1	27/04/1959		Fin de mandat	
000145	M.	Motais de Narbonne	Léon	ANCIEN	3459	05/05/1959	05/05/1959		Renouvellement 2	01/10/1968		Fin de mandat	
000145	M.	Motais de Narbonne	Léon	ANCIEN	3460	02/10/1968	02/10/1968		Renouvellement 3	10/08/1971		Décédé	
97002F	M.	Motroni	Jean-Baptiste	ANCIEN	427		08/03/1997		Remplace	30/09/1998		Non réélu	En remplacement de M. François Giacobbi, décédé.
000242	M.	Motte	Eugène	ANCIEN	3462	26/04/1959	28/04/1959		Election	01/10/1965		Ne se représente pas	
14071N	M.	Mouiller	Philippe	ACTIF	14290	28/09/2014	01/10/2014		Election			En Cours	
59237L	M.	Moulin	Arthur	ANCIEN	3465	25/09/1983	03/10/1983		Election	01/10/1992		Ne se représente pas	
03003Q	M.	Moulinier	Jacques	ANCIEN	10569		05/11/2003		Remplace	30/09/2004		Ne se représente pas	En remplacement de M. Emmanuel Hamel, décédé
80031A	M.	Mouly	Georges	ANCIEN	428	28/09/1980	02/10/1980		Election	01/10/1989		Fin de mandat	
80031A	M.	Mouly	Georges	ANCIEN	429	24/09/1989	02/10/1989		Renouvellement 1	30/09/1998		Fin de mandat	
80031A	M.	Mouly	Georges	ANCIEN	5012	27/09/1998	01/10/1998		Renouvellement 2	30/09/2008		Ne se représente pas	
000528	M.	Moutet	Jacques	ANCIEN	3467		29/07/1980		Remplace	02/10/1983		Fin de mandat	En remplacement de M. Michel LABEGUERIE, décédé
000528	M.	Moutet	Jacques	ANCIEN	3468	25/09/1983	03/10/1983		Renouvellement	01/10/1992		Non réélu	
000736	M.	Moutet	Marius	ANCIEN	5607	26/04/1959	28/04/1959		Election	01/10/1962		Fin de mandat	
000736	M.	Moutet	Marius	ANCIEN	5608	23/09/1962	02/10/1962		Renouvellement	29/10/1968		Décédé	
07027R	M.	Muller	Jacques	ANCIEN	11264	20/07/2007	20/07/2007		Remplace	13/12/2010		Cessation de mandat	En remplacement de M. Jean-Marie Bockel, nommé membre du Gouvernement
98007Q	M.	Murat	Bernard	ANCIEN	5006	27/09/1998	01/10/1998		Election	30/09/2008		Ne se représente pas	
000024	M.	Mustapha	Menad	ANCIEN	9570	31/05/1959	31/05/1959		Election	04/07/1962		Cessation de mandat (1962)	
00002B	M.	Muzeau	Roland	ANCIEN	5855		29/03/2000		Remplace	30/09/2004		Fin de mandat	En remplacement de M. Michel Duffour, nommé membre du Gouvernement
00002B	M.	Muzeau	Roland	ANCIEN	10949	26/09/2004	01/10/2004		Renouvellement 1	28/06/2007		Élu député	
92040Q	M.	Nachbar	Philippe	ACTIF	430	27/09/1992	02/10/1992		Election	30/09/2001		Fin de mandat	
92040Q	M.	Nachbar	Philippe	ACTIF	6385	23/09/2001	01/10/2001		Renouvellement 1	30/09/2011		Fin de mandat	
92040Q	M.	Nachbar	Philippe	ACTIF	12614	25/09/2011	01/10/2011		Renouvellement 2	01/10/2017		Fin de mandat	
92040Q	M.	Nachbar	Philippe	ACTIF	51129	24/09/2017	02/10/2017		Renouvellement 3			En Cours	
11082Q	M.	Namy	Christian	ANCIEN	12620	25/09/2011	01/10/2011		Election	01/10/2017		Non réélu	
000187	M.	Namy	Louis	ANCIEN	3473		08/06/1958		Renouvellement 2	27/04/1959		Fin de mandat	
000187	M.	Namy	Louis	ANCIEN	3474	26/04/1959	28/04/1959		Renouvellement 3	01/10/1968		Fin de mandat	
000187	M.	Namy	Louis	ANCIEN	3475	22/09/1968	02/10/1968		Renouvellement	01/11/1975		Démissionnaire	
000126	M.	Natali	Jean	ANCIEN	3478	26/09/1965	02/10/1965		Election	01/10/1974		Fin de mandat	
000126	M.	Natali	Jean	ANCIEN	3479	22/09/1974	26/09/1974		Renouvellement 1	02/10/1983		Fin de mandat	
000126	M.	Natali	Jean	ANCIEN	3480	25/09/1983	03/10/1983		Renouvellement 2	01/10/1992		Ne se représente pas	
98008R	M.	Natali	Paul	ANCIEN	5013	27/09/1998	01/10/1998		Election	19/03/2005		Démissionnaire	
08021P	M.	Navarro	Robert	ANCIEN	11554	21/09/2008	01/10/2008		Election	30/09/2014		Fin de mandat	
08021P	M.	Navarro	Robert	ANCIEN	14106	28/09/2014	01/10/2014		Renouvellement	30/06/2019		Démissionnaire	
000079	M.	Naveau	Charles	ANCIEN	3485		08/06/1958		Renouvellement 3	27/04/1959		Fin de mandat	
000079	M.	Naveau	Charles	ANCIEN	3486	26/04/1959	28/04/1959		Renouvellement	01/10/1965		Fin de mandat	
000079	M.	Naveau	Charles	ANCIEN	3487	26/09/1965	02/10/1965		Renouvellement	03/04/1967		Élu député	
000352	M.	Nayrou	Jean	ANCIEN	3490		19/06/1955		Election	27/04/1959		Fin de mandat	
000352	M.	Nayrou	Jean	ANCIEN	3491	26/04/1959	28/04/1959		Renouvellement 1	01/10/1962		Fin de mandat	
000352	M.	Nayrou	Jean	ANCIEN	3492	23/09/1962	02/10/1962		Renouvellement 2	01/10/1971		Fin de mandat	
000352	M.	Nayrou	Jean	ANCIEN	3493	26/09/1971	02/10/1971		Renouvellement 3	01/10/1980		Ne se représente pas	
000712	M.	Neddaf	Labidi	ANCIEN	9572	31/05/1959	31/05/1959		Election	04/07/1962		Cessation de mandat (1962)	
000166	M.	Negre	Jean	ANCIEN	3496	26/09/1971	02/10/1971		Election	08/05/1972		Décédé	
08042U	M.	Nègre	Louis	ANCIEN	11648	21/09/2008	01/10/2008		Election	30/09/2014		Fin de mandat	
08042U	M.	Nègre	Louis	ANCIEN	14220	28/09/2014	01/10/2014		Renouvellement	30/09/2017		Démissionnaire	
11105E	M.	Néri	Alain	ANCIEN	12674	25/09/2011	01/10/2011		Election	01/10/2017		Ne se représente pas	
83046V	M.	Neuwirth	Lucien	ANCIEN	431	25/09/1983	03/10/1983		Election	01/10/1992		Fin de mandat	
83046V	M.	Neuwirth	Lucien	ANCIEN	432	27/09/1992	02/10/1992		Renouvellement 1	30/09/2001		Non réélu	
09012S	Mme	Nicoux	Renée	ANCIEN	11987	10/09/2009	10/09/2009		Remplace	30/09/2014		Ne se représente pas	En remplacement de André Lejeune, décédé
58636T	M.	Noe	Pierre	ANCIEN	3500	25/09/1977	03/10/1977		Election	01/10/1986		Ne se représente pas	
19768N	Mme	Noël	Sylviane	ACTIF	51630		07/08/2018		Remplace			En Cours	en remplacement de M. Jean-Claude Carle, démissionnaire
98044V	M.	Nogrix	Philippe	ANCIEN	5173	27/09/1998	01/10/1998		Election	30/09/2008		Non réélu	
14253S	M.	Nougein	Claude	ACTIF	14258	28/09/2014	01/10/2014		Election			En Cours	
000096	M.	Noury	Jean	ANCIEN	3502	26/04/1959	28/04/1959		Election	01/10/1962		Fin de mandat	
000096	M.	Noury	Jean	ANCIEN	3503	23/09/1962	02/10/1962		Renouvellement	01/10/1971		Ne se représente pas	
000119	M.	Nuninger	Marcel	ANCIEN	3506	22/09/1968	02/10/1968		Election	02/10/1977		Ne se représente pas	
95051G	Mme	Olin	Nelly	ANCIEN	433	24/09/1995	02/10/1995		Election	30/04/2004		Membre Gouvernement	
95051G	Mme	Olin	Nelly	ANCIEN	10922	26/09/2004	01/10/2004		Election	01/11/2004		Membre Gouvernement	
59240F	M.	Olivier	Henri	ANCIEN	3509	22/09/1974	02/10/1974		Election	02/10/1983		Fin de mandat	
59240F	M.	Olivier	Henri	ANCIEN	3510	25/09/1983	03/10/1983		Renouvellement	01/10/1992		Non réélu	
58645U	M.	Ooghe	Jean	ANCIEN	3512	25/09/1977	03/10/1977		Election	01/10/1986		Ne se représente pas	
000019	M.	Oopa Tetuaapua	Pouvanaa	ANCIEN	3514	26/09/1971	02/10/1971		Election	10/01/1977		Décédé	
000419	M.	Ornano	Charles	ANCIEN	3516	28/09/1980	02/10/1980		Election	01/10/1989		Fin de mandat	
000419	M.	Ornano	Charles	ANCIEN	3517	24/09/1989	02/10/1989		Renouvellement	19/02/1994		Décédé	
000437	M.	Orvoen	Louis	ANCIEN	3519	26/09/1971	02/10/1971		Election	01/10/1980		Ne se représente pas	
91002E	M.	Ostermann	Joseph	ANCIEN	438		04/11/1991		Remplace	23/09/1995		Fin de mandat	En remplacement de M. Paul Kauss, décédé
91002E	M.	Ostermann	Joseph	ANCIEN	439	24/09/1995	02/10/1995		Renouvellement 1	16/12/1995		Annulé par CC	
91002E	M.	Ostermann	Joseph	ANCIEN	441		11/02/1996		Réélection	30/09/2004		Ne se représente pas	
89035T	M.	Othily	Georges	ANCIEN	442	24/09/1989	02/10/1989		Election	30/09/1998		Fin de mandat	
89035T	M.	Othily	Georges	ANCIEN	5091	27/09/1998	01/10/1998		Renouvellement 1	30/09/2008		Non réélu	
86041D	M.	Oudin	Jacques	ANCIEN	443	28/09/1986	02/10/1986		Election	01/10/1995		Fin de mandat	
86041D	M.	Oudin	Jacques	ANCIEN	444	24/09/1995	02/10/1995		Renouvellement 1	30/09/2004		Non réélu	
10007M	Mme	Oudit	Mireille	ANCIEN	12045		03/11/2010		Remplace	30/09/2011		Ne se représente pas	en remplacement de M. Jean-Claude Etienne, devenu membre du Conseil économique, social et environnemental
000026	M.	Ouella	Hacène	ANCIEN	9575	31/05/1959	31/05/1959		Election	04/07/1962		Cessation de mandat (1962)	
19593H	M.	Ouzoulias	Pierre	ACTIF	51304	24/09/2017	02/10/2017		Election			En Cours	
19573D	M.	Paccaud	Olivier	ACTIF	51142	24/09/2017	02/10/2017		Election			En Cours	
000488	M.	Pado	Dominique	ANCIEN	3522		03/04/1967		Remplace	01/10/1968		Fin de mandat	En remplacement de M. Jacques BAUMEL, élu député
000488	M.	Pado	Dominique	ANCIEN	3523	22/09/1968	02/10/1968		Renouvellement 1	02/10/1977		Fin de mandat	
000488	M.	Pado	Dominique	ANCIEN	3524	25/09/1977	03/10/1977		Renouvellement 2	01/10/1986		Fin de mandat	
000488	M.	Pado	Dominique	ANCIEN	3525	28/09/1986	02/10/1986		Renouvellement 3	18/05/1989		Décédé	
000254	Mme	Pagani	Odette	ANCIEN	3527	03/06/1973	03/06/1973		Remplace	02/10/1977		Non réélu	En remplacement de M. Jacques Piot, élu député.
88006J	M.	Pagès	Robert	ANCIEN	445		14/07/1988		Remplace	01/10/1995		Fin de mandat	En remplacement de M. André DUROMEA, élu député
88006J	M.	Pagès	Robert	ANCIEN	446	24/09/1995	02/10/1995		Renouvellement 1	02/10/1998		Démissionnaire	
000393	M.	Palmero	Francis	ANCIEN	3530	26/09/1971	02/10/1971		Election	01/10/1980		Fin de mandat	
000393	M.	Palmero	Francis	ANCIEN	3531	28/09/1980	02/10/1980		Renouvellement	13/05/1985		Décédé	
000412	M.	Pams	Gaston	ANCIEN	3533	26/04/1959	28/04/1959		Election	01/10/1965		Fin de mandat	
000412	M.	Pams	Gaston	ANCIEN	3534	26/09/1965	02/10/1965		Renouvellement 1	01/10/1974		Fin de mandat	
000412	M.	Pams	Gaston	ANCIEN	3535	22/09/1974	02/10/1974		Renouvellement 2	19/02/1981		Décédé	
07023M	Mme	Panis	Jacqueline	ANCIEN	11245		22/06/2007		Remplace	30/09/2011		Ne se représente pas	En remplacement de M. Jacques Baudot, décédé
14191V	M.	Panunzi	Jean-Jacques	ACTIF	14038	28/09/2014	01/10/2014		Election			En Cours	
71031Y	M.	Papilio	Soséfo Makapé	ANCIEN	9749	26/09/1971	02/10/1971		Election	01/10/1980		Fin de mandat	
71031Y	M.	Papilio	Soséfo Makapé	ANCIEN	9750	28/09/1980	02/10/1980		Renouvellement 1	01/10/1989		Fin de mandat	
71031Y	M.	Papilio	Soséfo Makapé	ANCIEN	9751	24/09/1989	02/10/1989		Renouvellement 2	05/04/1998		Décédé	
01054T	Mme	Papon	Monique	ANCIEN	6509	23/09/2001	01/10/2001		Election	30/09/2011		Ne se représente pas	
57761T	M.	Parenty	Robert	ANCIEN	3537		09/11/1975		Remplace	02/10/1977		Non réélu	En remplacement de M. Edmond Barrachin, décédé.
000688	M.	Parisot	Henri	ANCIEN	5612	26/04/1959	28/04/1959		Renouvellement 2	01/10/1968		Fin de mandat	
000688	M.	Parisot	Henri	ANCIEN	5613	22/09/1968	02/10/1968		Renouvellement 3	02/10/1977		Ne se représente pas	
000521	M.	Parmantier	Bernard	ANCIEN	3539	25/09/1977	03/10/1977		Election	01/10/1986		Ne se représente pas	
000109	M.	Pascaud	Guy	ANCIEN	3543		19/06/1955		Renouvellement 1	27/04/1959		Fin de mandat	
000109	M.	Pascaud	Guy	ANCIEN	3544	26/04/1959	28/04/1959		Renouvellement 2	01/10/1962		Fin de mandat	
000109	M.	Pascaud	Guy	ANCIEN	3545	23/09/1962	02/10/1962		Renouvellement 3	01/10/1971		Fin de mandat	
000109	M.	Pascaud	Guy	ANCIEN	3546	26/09/1971	02/10/1971		Renouvellement	07/12/1979		Décédé	
77053G	M.	Pasqua	Charles	ANCIEN	447	25/09/1977	03/10/1977		Election	19/04/1986		Membre Gouvernement	
77053G	M.	Pasqua	Charles	ANCIEN	449	24/09/1995	02/10/1995		Election	16/12/1999		Démissionnaire	
77053G	M.	Pasqua	Charles	ANCIEN	451		11/05/1988		Remplace	29/04/1993		Membre Gouvernement	En remplacement de M. Emile Tricon, démissionnaire
77053G	M.	Pasqua	Charles	ANCIEN	10953	26/09/2004	01/10/2004		Election	30/09/2011		Ne se représente pas	
08026U	Mme	Pasquet	Isabelle	ANCIEN	11582	21/09/2008	01/10/2008		Election	30/09/2014		Non réélu	
95052H	M.	Pastor	Jean-Marc	ANCIEN	452	24/09/1995	02/10/1995		Election	30/09/2004		Fin de mandat	
95052H	M.	Pastor	Jean-Marc	ANCIEN	10770	26/09/2004	01/10/2004		Renouvellement 1	30/09/2014		Ne se représente pas	
000182	M.	Patenotre	François	ANCIEN	3549		19/06/1955		Renouvellement 1	27/04/1959		Fin de mandat	
000182	M.	Patenotre	François	ANCIEN	3550	26/04/1959	28/04/1959		Renouvellement 2	01/10/1962		Fin de mandat	
000182	M.	Patenotre	François	ANCIEN	3551	23/09/1962	02/10/1962		Renouvellement 3	01/10/1971		Ne se représente pas	
08073C	M.	Patient	Georges	ACTIF	11795	21/09/2008	01/10/2008		Election	30/09/2014		Fin de mandat	
08073C	M.	Patient	Georges	ACTIF	14188	28/09/2014	01/10/2014		Renouvellement			En Cours	
000112	M.	Patria	Pierre	ANCIEN	3554	26/04/1959	28/04/1959		Election	01/10/1965		Non réélu	
08061X	M.	Patriat	François	ACTIF	11726	21/09/2008	01/10/2008		Election	30/09/2014		Fin de mandat	
08061X	M.	Patriat	François	ACTIF	14094	28/09/2014	01/10/2014		Renouvellement			En Cours	
08047A	M.	Paul	Philippe	ACTIF	11668	21/09/2008	01/10/2008		Election	30/09/2014		Fin de mandat	
08047A	M.	Paul	Philippe	ACTIF	14103	28/09/2014	01/10/2014		Renouvellement			En Cours	
000090	M.	Paulian	Gilbert	ANCIEN	9578	31/05/1959	31/05/1959		Election	04/07/1962		Cessation de mandat (1962)	
000048	M.	Pauly	Paul	ANCIEN	3559		19/06/1955		Renouvellement 2	01/10/1962		Fin de mandat	
000048	M.	Pauly	Paul	ANCIEN	3560	23/09/1962	02/10/1962		Renouvellement 3	01/10/1971		Fin de mandat	
000048	M.	Pauly	Paul	ANCIEN	3561	26/09/1971	02/10/1971		Renouvellement	27/06/1973		Décédé	
000725	M.	Paumelle	Henri	ANCIEN	5619		08/06/1958		Renouvellement 3	27/04/1959		Fin de mandat	
000725	M.	Paumelle	Henri	ANCIEN	5620	26/04/1959	28/04/1959		Renouvellement 4	17/12/1965		Décédé	
000748	M.	Pauzet	Marc	ANCIEN	5622		19/06/1955		Election	27/04/1959		Fin de mandat	
000748	M.	Pauzet	Marc	ANCIEN	5623	26/04/1959	28/04/1959		Renouvellement	01/10/1962		Fin de mandat	
000748	M.	Pauzet	Marc	ANCIEN	5624	23/09/1962	02/10/1962		Renouvellement 2	01/10/1971		Non réélu	
01009N	Mme	Payet	Anne-Marie	ANCIEN	6374	23/09/2001	01/10/2001		Election	30/09/2011		Non réélu	
98002K	M.	Payet	Lylian	ANCIEN	453		17/02/1998		Remplace	30/09/2001		Ne se représente pas	En remplacement de M. Pierre LAGOURGUE, décédé
95053J	M.	Pelchat	Michel	ANCIEN	454	24/09/1995	02/10/1995		Election	12/02/2004	2004	Décédé	
14365A	M.	Pélieu	Michel	ANCIEN	15528		16/05/2017		Remplace	01/10/2017		Ne se représente pas	en remplacement de François Fortassin, décédé
59553V	M.	Pellarin	Bernard	ANCIEN	3563	25/09/1977	03/10/1977		Election	01/10/1986		Fin de mandat	
59553V	M.	Pellarin	Bernard	ANCIEN	3564	28/09/1986	02/10/1986		Renouvellement 1	01/10/1995		Ne se représente pas	
000734	M.	Pellenc	Marcel	ANCIEN	5629		08/06/1958		Renouvellement 2	27/04/1959		Fin de mandat	
000734	M.	Pellenc	Marcel	ANCIEN	5630	26/04/1959	28/04/1959		Renouvellement 3	01/10/1968		Fin de mandat	
000734	M.	Pellenc	Marcel	ANCIEN	5631	22/09/1968	02/10/1968		Renouvellement 4	19/10/1972		Décédé	
000714	M.	Pelleray	Paul	ANCIEN	5633	26/04/1959	28/04/1959		Election	01/10/1965		Fin de mandat	
000714	M.	Pelleray	Paul	ANCIEN	5634	26/09/1965	02/10/1965		Renouvellement	01/10/1974		Ne se représente pas	
59578F	M.	Pelletier	Charles	ANCIEN	3566		04/03/1995		Remplace	23/09/1995		Non réélu	En remplacement de M. Etienne DAILLY, nommé membre du Conseil constitutionnel
66002K	M.	Pelletier	Jacques	ANCIEN	3568	26/06/1966	26/06/1966		Election	01/10/1971		Fin de mandat	
66002K	M.	Pelletier	Jacques	ANCIEN	3569	26/09/1971	03/10/1971		Renouvellement	06/05/1978		Membre Gouvernement	
66002K	M.	Pelletier	Jacques	ANCIEN	3571	28/09/1980	28/09/1980		Election	12/06/1988		Membre Gouvernement	
66002K	M.	Pelletier	Jacques	ANCIEN	3573	24/09/1989	02/10/1989		Election	01/11/1989		Membre Gouvernement	
66002K	M.	Pelletier	Jacques	ANCIEN	5208	27/09/1998	01/10/1998		Election	03/09/2007		Décédé	
14237S	M.	Pellevat	Cyril	ACTIF	14184	28/09/2014	01/10/2014		Election			En Cours	
17637T	M.	Pemezec	Philippe	ACTIF	51300	24/09/2017	02/10/2017		Election			En Cours	
59579G	M.	Pen	Albert	ANCIEN	3575	22/09/1968	02/10/1968		Election	02/10/1977		Fin de mandat	
59579G	M.	Pen	Albert	ANCIEN	3576	25/09/1977	03/10/1977		Renouvellement 1	21/06/1981		Élu député	
59579G	M.	Pen	Albert	ANCIEN	3578	28/09/1986	02/10/1986		Election	01/10/1995		Non réélu	
86042E	M.	Penne	Guy	ANCIEN	455	28/09/1986	02/10/1986		Election	01/10/1995		Fin de mandat	
86042E	M.	Penne	Guy	ANCIEN	456	24/09/1995	02/10/1995		Renouvellement 1	30/09/2004		Ne se représente pas	
89016Q	M.	Pépin	Jean	ANCIEN	457	24/09/1989	02/10/1989		Election	30/09/1998		Fin de mandat	
89016Q	M.	Pépin	Jean	ANCIEN	5023	27/09/1998	01/10/1998		Renouvellement 1	30/09/2008		Ne se représente pas	
83047W	M.	Percheron	Daniel	ANCIEN	458	25/09/1983	03/10/1983		Election	01/10/1992		Fin de mandat	
83047W	M.	Percheron	Daniel	ANCIEN	459	27/09/1992	02/10/1992		Renouvellement 1	30/09/2001		Fin de mandat	
83047W	M.	Percheron	Daniel	ANCIEN	6428	23/09/2001	01/10/2001		Renouvellement 2	30/09/2011		Fin de mandat	
83047W	M.	Percheron	Daniel	ANCIEN	12697	25/09/2011	01/10/2011		Renouvellement 3	01/10/2017		Ne se représente pas	
000008	M.	Perdereau	Lucien	ANCIEN	3581		19/06/1955		Renouvellement 1	27/04/1959		Fin de mandat	
000008	M.	Perdereau	Lucien	ANCIEN	10508		28/04/1959		Renouvellement 2	01/10/1965		Fin de mandat	
000008	M.	Perdereau	Lucien	ANCIEN	10510		02/10/1965		Renouvellement 3	01/10/1974		Ne se représente pas	
000208	M.	Peridier	Jean	ANCIEN	3586	26/04/1959	28/04/1959		Renouvellement 2	01/10/1962		Fin de mandat	
000208	M.	Peridier	Jean	ANCIEN	3587	23/09/1962	02/10/1962		Renouvellement 3	01/10/1971		Fin de mandat	
000208	M.	Peridier	Jean	ANCIEN	3588	26/09/1971	02/10/1971		Renouvellement	01/10/1980		Ne se représente pas	
58628T	Mme	Perlican	Rolande	ANCIEN	3591	25/09/1977	03/10/1977		Election	01/10/1986		Non réélu	
14028W	Mme	Perol-Dumont	Marie-Françoise	ACTIF	14299	28/09/2014	01/10/2014		Election			En Cours	
000161	M.	Perpere	Raoul	ANCIEN	3593		01/12/1971		Remplace	01/10/1974		Ne se représente pas	En remplacement de M. Etienne RESTAT, décédé.
59580Y	M.	Perrein	Louis	ANCIEN	3596	25/09/1977	03/10/1977		Election	01/10/1986		Fin de mandat	
59580Y	M.	Perrein	Louis	ANCIEN	3597	28/09/1986	02/10/1986		Renouvellement 1	01/10/1995		Non réélu	
14193X	M.	Perrin	Cédric	ACTIF	14044	28/09/2014	01/10/2014		Election			En Cours	
58335H	M.	Perrin	Pierre	ANCIEN	3599	22/09/1974	02/10/1974		Election	02/10/1983		Ne se représente pas	
000643	M.	Perron	Jean-Jacques	ANCIEN	3601	25/09/1977	03/10/1977		Election	05/10/1978		Décédé	
19745F	Mme	Perrot	Évelyne	ACTIF	51545	17/12/2017	18/12/2017		Election			En Cours	
000694	M.	Peschaud	Hector	ANCIEN	5639		19/06/1955		Renouvellement 2	27/04/1959		Fin de mandat	
