"ID universel"	"ID RNE"	"ID Assemblee"	"Nom elu"	"Prenom elu"	"Date naissance"	"Date deces"	"Code sexe"	"Nationalite elu"	"Commune de naissance"	"Departement de naissance"	"Pays de naissance"	"Code profession"	"Libelle profession"
"RNE_0143197"	"143197"	"PA719420"	"SOMMER"	"DENIS"	1957-09-23	NA	"M"	"FRANCAISE"	"LURE"	"HAUTE SAONE"	"FRANCE"	NA	"CADRES DE LA FONCTION PUBLIQUE PROFESSIONS INTELLECTUELLES ET ARTISTIQUES"
"RNE_1503690"	"1503690"	"PA719440"	"CELLIER"	"ANTHONY"	1975-06-01	NA	"M"	"FRANCAISE"	"PIERRELATTE"	"DROME"	"FRANCE"	NA	"CADRES D ENTREPRISE"
"RNE_1519749"	"1519749"	"PA719448"	"CHAPELIER"	"ANNIE"	1967-11-07	NA	"F"	"FRANCAISE"	"WINDSOR"	NA	"CANADA"	NA	"PROFESSIONS INTERMEDIAIRES DE L ENSEIGNEMENT DE LA SANTE DE LA FONCTION PUBLIQUE ET ASSIMILES"
"RNE_0572343"	"572343"	"PA719456"	"MORCH"	"SANDRINE"	1961-11-13	NA	"F"	"FRANCAISE"	"ISSY LES MOULINEAUX"	"HAUTS DE SEINE"	"FRANCE"	NA	"CADRES DE LA FONCTION PUBLIQUE PROFESSIONS INTELLECTUELLES ET ARTISTIQUES"
"RNE_1519755"	"1519755"	"PA719464"	"NADOT"	"SEBASTIEN"	1972-07-08	NA	"M"	"FRANCAISE"	"FLEURANCE"	"GERS"	"FRANCE"	NA	"CADRES DE LA FONCTION PUBLIQUE PROFESSIONS INTELLECTUELLES ET ARTISTIQUES"
"RNE_1296900"	"1296900"	"PA719472"	"CAZENEUVE"	"JEAN RENE"	1958-06-09	NA	"M"	"FRANCAISE"	"PARIS"	"PARIS"	"FRANCE"	NA	"CADRES D ENTREPRISE"
"RNE_0862607"	"862607"	"PA719480"	"GAILLARD"	"OLIVIER"	1967-02-28	NA	"M"	"FRANCAISE"	"NIMES"	"GARD"	"FRANCE"	NA	"CADRES DE LA FONCTION PUBLIQUE PROFESSIONS INTELLECTUELLES ET ARTISTIQUES"
"RNE_1519750"	"1519750"	"PA719488"	"BERTA"	"PHILIPPE"	1960-04-11	NA	"M"	"FRANCAISE"	"BESANCON"	"DOUBS"	"FRANCE"	NA	"CADRES DE LA FONCTION PUBLIQUE PROFESSIONS INTELLECTUELLES ET ARTISTIQUES"
"RNE_1519751"	"1519751"	"PA719496"	"CABARE"	"PIERRE"	1957-12-12	NA	"M"	"FRANCAISE"	"TOULOUSE"	"HAUTE GARONNE"	"FRANCE"	NA	"ARTISANS"
"RNE_0962251"	"962251"	"PA719504"	"LAGLEIZE"	"JEAN LUC"	1958-09-09	NA	"M"	"FRANCAISE"	"TARBES"	"HAUTES PYRENEES"	"FRANCE"	NA	"PROFESSIONS LIBERALES ET ASSIMILES"
"RNE_1519752"	"1519752"	"PA719512"	"VIGNON"	"CORINNE"	1963-06-10	NA	"F"	"FRANCAISE"	"AGEN"	"LOT ET GARONNE"	"FRANCE"	NA	"CADRES D ENTREPRISE"
"RNE_1519753"	"1519753"	"PA719520"	"NOGAL"	"MICKAEL"	1990-11-26	NA	"M"	"FRANCAISE"	"TOULOUSE"	"HAUTE GARONNE"	"FRANCE"	NA	"PROFESSIONS LIBERALES ET ASSIMILES"
"RNE_1519754"	"1519754"	"PA719528"	"PORTARRIEU"	"JEAN FRANCOIS"	1965-10-14	NA	"M"	"FRANCAISE"	"TOULOUSE"	"HAUTE GARONNE"	"FRANCE"	NA	"CADRES DE LA FONCTION PUBLIQUE PROFESSIONS INTELLECTUELLES ET ARTISTIQUES"
"RNE_1296474"	"1296474"	"PA719540"	"TOUTUT PICARD"	"ELISABETH"	1954-12-17	NA	"F"	"FRANCAISE"	"BLIDA"	NA	"ALGERIE"	NA	"CADRES DE LA FONCTION PUBLIQUE PROFESSIONS INTELLECTUELLES ET ARTISTIQUES"
"RNE_1285873"	"1285873"	"PA719550"	"TANGUY"	"LILIANE"	1967-03-12	NA	"F"	"FRANCAISE"	"PANCEVO"	NA	"SERBIE"	NA	"CADRES DE LA FONCTION PUBLIQUE PROFESSIONS INTELLECTUELLES ET ARTISTIQUES"
"RNE_0954118"	"954118"	"PA719558"	"BALANANT"	"ERWAN"	1971-02-21	NA	"M"	"FRANCAISE"	"LORIENT"	"MORBIHAN"	"FRANCE"	NA	"CADRES DE LA FONCTION PUBLIQUE PROFESSIONS INTELLECTUELLES ET ARTISTIQUES"
"RNE_1519757"	"1519757"	"PA719570"	"FABRE"	"CATHERINE"	1978-09-19	NA	"F"	"FRANCAISE"	"TOULOUSE"	"HAUTE GARONNE"	"FRANCE"	NA	"CADRES DE LA FONCTION PUBLIQUE PROFESSIONS INTELLECTUELLES ET ARTISTIQUES"
"RNE_1519758"	"1519758"	"PA719578"	"PRUD HOMME"	"LOIC"	1969-08-19	NA	"M"	"FRANCAISE"	"BEGLES"	"GIRONDE"	"FRANCE"	NA	"PROFESSIONS INTERMEDIAIRES DE L ENSEIGNEMENT DE LA SANTE DE LA FONCTION PUBLIQUE ET ASSIMILES"
"RNE_0970541"	"970541"	"PA719592"	"SIMIAN"	"BENOIT"	1983-05-27	NA	"M"	"FRANCAISE"	"BORDEAUX"	"GIRONDE"	"FRANCE"	NA	"CADRES D ENTREPRISE"
"RNE_1519759"	"1519759"	"PA719600"	"POULLIAT"	"ERIC"	1974-07-09	NA	"M"	"FRANCAISE"	"BORDEAUX"	"GIRONDE"	"FRANCE"	NA	"EMPLOYES DE LA FONCTION PUBLIQUE"
"RNE_1519764"	"1519764"	"PA719608"	"MENARD"	"EMMANUELLE"	1968-08-15	NA	"F"	"FRANCAISE"	"LILLE"	"NORD"	"FRANCE"	NA	"CADRES D ENTREPRISE"
"RNE_1519765"	"1519765"	"PA719616"	"EUZET"	"CHRISTOPHE"	1967-04-02	NA	"M"	"FRANCAISE"	"PERPIGNAN"	"PYRENEES ORIENTALES"	"FRANCE"	NA	"CADRES DE LA FONCTION PUBLIQUE PROFESSIONS INTELLECTUELLES ET ARTISTIQUES"
"RNE_1519760"	"1519760"	"PA719624"	"COUILLARD"	"BERANGERE"	1986-07-24	NA	"F"	"FRANCAISE"	"RENNES"	"ILLE ET VILAINE"	"FRANCE"	NA	"CADRES D ENTREPRISE"
"RNE_1519761"	"1519761"	"PA719632"	"PANONACLE"	"SOPHIE"	1968-12-16	NA	"F"	"FRANCAISE"	"BORDEAUX"	"GIRONDE"	"FRANCE"	NA	"SANS PROFESSION DECLAREE"
"RNE_0663349"	"663349"	"PA719640"	"METTE"	"SOPHIE"	1959-09-13	NA	"F"	"FRANCAISE"	"MONTAUBAN"	"TARN ET GARONNE"	"FRANCE"	NA	"SANS PROFESSION DECLAREE"
"RNE_1301085"	"1301085"	"PA719652"	"HAMMERER"	"VERONIQUE"	1968-11-04	NA	"F"	"FRANCAISE"	"DAX"	"LANDES"	"FRANCE"	NA	"CADRES DE LA FONCTION PUBLIQUE PROFESSIONS INTELLECTUELLES ET ARTISTIQUES"
"RNE_1303361"	"1303361"	"PA719660"	"DUBOS"	"CHRISTELLE"	1976-03-26	NA	"F"	"FRANCAISE"	"LE COTEAU"	"LOIRE"	"FRANCE"	NA	"CADRES DE LA FONCTION PUBLIQUE PROFESSIONS INTELLECTUELLES ET ARTISTIQUES"
"ASN_0719664"	NA	"PA719664"	"LAVERGNE"	"PASCAL"	1967-08-28	NA	"M"	"FRANCAISE"	"LIMOGES"	"HAUTE VIENNE"	"FRANCE"	NA	"AGRICULTEURS EXPLOITANTS"
"RNE_1306919"	"1306919"	"PA719668"	"MIRALLES"	"PATRICIA"	1967-08-22	NA	"F"	"FRANCAISE"	"MONTPELLIER "	"HERAULT"	"FRANCE"	NA	"EMPLOYES DE LA FONCTION PUBLIQUE"
"RNE_1509870"	"1509870"	"PA719676"	"RESSIGUIER"	"MURIEL"	1977-12-21	NA	"F"	"FRANCAISE"	"CHATEAUROUX"	"INDRE"	"FRANCE"	NA	"EMPLOYES DE LA FONCTION PUBLIQUE"
"RNE_1519762"	"1519762"	"PA719684"	"DUBOST"	"CORALIE"	1983-03-04	NA	"F"	"FRANCAISE"	"MONTPELLIER"	"HERAULT"	"FRANCE"	NA	"CADRES D ENTREPRISE"
"RNE_1519763"	"1519763"	"PA719692"	"ELIAOU"	"JEAN FRANCOIS"	1956-08-13	NA	"M"	"FRANCAISE"	"NICE"	"ALPES MARITIMES"	"FRANCE"	NA	"CADRES DE LA FONCTION PUBLIQUE PROFESSIONS INTELLECTUELLES ET ARTISTIQUES"
"RNE_0974597"	"974597"	"PA719700"	"HUPPE"	"PHILIPPE"	1968-02-12	NA	"M"	"FRANCAISE"	"MAZAMET"	"TARN"	"FRANCE"	NA	"CADRES DE LA FONCTION PUBLIQUE PROFESSIONS INTELLECTUELLES ET ARTISTIQUES"
"RNE_1519756"	"1519756"	"PA719710"	"DAVID"	"DOMINIQUE"	1963-02-27	NA	"F"	"FRANCAISE"	"MONTPELLIER"	"HERAULT"	"FRANCE"	NA	"CADRES D ENTREPRISE"
"RNE_1519768"	"1519768"	"PA719718"	"MAILLART MEHAIGNERIE"	"LAURENCE"	1967-04-05	NA	"F"	"FRANCAISE"	"PARIS"	"PARIS"	"FRANCE"	NA	"COMMERCANTS ET ASSIMILES"
"RNE_1519769"	"1519769"	"PA719728"	"LE BOHEC"	"GAEL"	1977-11-04	NA	"M"	"FRANCAISE"	"SAINT BRIEUC"	"COTES D ARMOR"	"FRANCE"	NA	"CHEFS D ENTREPRISE DE 10 SALARIES OU PLUS"
"RNE_1515889"	"1515889"	"PA719740"	"COLAS ROY"	"JEAN CHARLES"	1978-05-02	NA	"M"	"FRANCAISE"	"MONTPELLIER"	"HERAULT"	"FRANCE"	NA	"CADRES D ENTREPRISE"
"RNE_1519773"	"1519773"	"PA719748"	"CHALAS"	"EMILIE"	1977-10-18	NA	"F"	"FRANCAISE"	"ECHIROLLES"	"ISERE"	"FRANCE"	NA	"CADRES DE LA FONCTION PUBLIQUE PROFESSIONS INTELLECTUELLES ET ARTISTIQUES"
"RNE_0976757"	"976757"	"PA719756"	"CLOAREC"	"CHRISTINE"	1964-10-28	NA	"F"	"FRANCAISE"	"NOISY LE SEC"	"SEINE SAINT DENIS"	"FRANCE"	NA	"PROFESSIONS INTERMEDIAIRES DE L ENSEIGNEMENT DE LA SANTE DE LA FONCTION PUBLIQUE ET ASSIMILES"
"RNE_1519770"	"1519770"	"PA719770"	"BACHELIER"	"FLORIAN"	1979-04-05	NA	"M"	"FRANCAISE"	"THIONVILLE"	"MOSELLE"	"FRANCE"	NA	"CHEFS D ENTREPRISE DE 10 SALARIES OU PLUS"
"RNE_0160783"	"160783"	"PA719778"	"JOLIVET"	"FRANCOIS"	1966-03-21	NA	"M"	"FRANCAISE"	"CHATEAUROUX"	"INDRE"	"FRANCE"	NA	"CADRES D ENTREPRISE"
"RNE_1177066"	"1177066"	"PA719790"	"CHALUMEAU"	"PHILIPPE"	1963-11-08	NA	"M"	"FRANCAISE"	"ROCHEFORT"	"CHARENTE MARITIME"	"FRANCE"	NA	"PROFESSIONS LIBERALES ET ASSIMILES"
"RNE_1314876"	"1314876"	"PA719798"	"LABARONNE"	"DANIEL"	1955-07-16	NA	"M"	"FRANCAISE"	"PARIS"	"PARIS"	"FRANCE"	NA	"CADRES DE LA FONCTION PUBLIQUE PROFESSIONS INTELLECTUELLES ET ARTISTIQUES"
"RNE_1317050"	"1317050"	"PA719806"	"AUCONIE"	"SOPHIE"	1963-08-19	NA	"F"	"FRANCAISE"	"DUGNY"	"SEINE SAINT DENIS"	"FRANCE"	NA	"PROFESSIONS LIBERALES ET ASSIMILES"
"RNE_1519771"	"1519771"	"PA719814"	"COLBOC"	"FABIENNE"	1971-08-09	NA	"F"	"FRANCAISE"	"THIAIS"	"VAL DE MARNE"	"FRANCE"	NA	"PROFESSIONS LIBERALES ET ASSIMILES"
"RNE_1519772"	"1519772"	"PA719822"	"THILLAYE"	"SABINE"	1959-05-18	NA	"F"	"FRANCAISE"	"REMSCHEID"	NA	"ALLEMAGNE"	NA	"COMMERCANTS ET ASSIMILES"
"RNE_1519766"	"1519766"	"PA719830"	"DEMOULIN"	"NICOLAS"	1972-07-22	NA	"M"	"FRANCAISE"	"BORDEAUX"	"GIRONDE"	"FRANCE"	NA	"COMMERCANTS ET ASSIMILES"
"RNE_1519767"	"1519767"	"PA719842"	"LAABID"	"MOSTAPHA"	1969-03-29	NA	"M"	"FRANCAISE"	"RENNES"	"ILLE ET VILAINE"	"FRANCE"	NA	"CADRES D ENTREPRISE"
"RNE_1519774"	"1519774"	"PA719850"	"MOTIN"	"CENDRA"	1975-01-29	NA	"F"	"FRANCAISE"	"BAGNOLS SUR CEZE"	"GARD"	"FRANCE"	NA	"PROFESSIONS LIBERALES ET ASSIMILES"
"RNE_1506707"	"1506707"	"PA719858"	"LIMON CHARPENAY"	"MONIQUE"	1953-12-05	NA	"F"	"FRANCAISE"	"PARIS"	"PARIS"	"FRANCE"	NA	"ANCIENS CADRES ET PROFESSIONS INTERMEDIAIRES"
"RNE_1519776"	"1519776"	"PA719866"	"ABADIE"	"CAROLINE"	1976-09-07	NA	"F"	"FRANCAISE"	"SAINT MARTIN D HERES"	"ISERE"	"FRANCE"	NA	"CADRES D ENTREPRISE"
"RNE_1519777"	"1519777"	"PA719874"	"JACQUIER LAFORGE"	"ELODIE"	1978-04-15	NA	"F"	"FRANCAISE"	"GRENOBLE"	"ISERE"	"FRANCE"	NA	"CADRES D ENTREPRISE"
"RNE_1519778"	"1519778"	"PA719882"	"MEYNIER MILLEFERT"	"MARJOLAINE"	1982-09-30	NA	"F"	"FRANCAISE"	"ECHIROLLES"	"ISERE"	"FRANCE"	NA	"PROFESSIONS LIBERALES ET ASSIMILES"
"RNE_0870000"	"870000"	"PA719890"	"BRULEBOIS"	"DANIELLE"	1947-07-04	NA	"F"	"FRANCAISE"	"LONGWY SUR LE DOUBS"	"JURA"	"FRANCE"	NA	"ANCIENS CADRES ET PROFESSIONS INTERMEDIAIRES"
"ASN_0719910"	NA	"PA719910"	"BELHAMITI"	"MOUNIR"	1985-03-08	NA	"M"	"FRANCAISE"	"NANTES"	"LOIRE ATLANTIQUE"	"FRANCE"	NA	"CADRES D ENTREPRISE"
"RNE_0831521"	"831521"	"PA719914"	"DARRIEUSSECQ"	"GENEVIEVE"	1956-03-04	NA	"F"	"FRANCAISE"	"DAX"	"LANDES"	"FRANCE"	NA	"PROFESSIONS LIBERALES ET ASSIMILES"
"RNE_1328601"	"1328601"	"PA719918"	"LAINE"	"FABIEN"	1976-04-15	NA	"M"	"FRANCAISE"	"ARCACHON"	"GIRONDE"	"FRANCE"	NA	"PROFESSIONS INTERMEDIAIRES ADMINISTRATIVES ET COMMERCIALES DES ENTREPRISES"
"RNE_0620344"	"620344"	"PA719922"	"CAUSSE"	"LIONEL"	1971-05-06	NA	"M"	"FRANCAISE"	"TOULOUSE"	"HAUTE GARONNE"	"FRANCE"	NA	"CADRES D ENTREPRISE"
"RNE_1519779"	"1519779"	"PA719930"	"VALLAUD"	"BORIS"	1975-07-25	NA	"M"	"FRANCAISE"	"BEYROUTH "	NA	"LIBAN"	NA	"CADRES DE LA FONCTION PUBLIQUE PROFESSIONS INTELLECTUELLES ET ARTISTIQUES"
"RNE_0572623"	"572623"	"PA719938"	"FESNEAU"	"MARC"	1971-01-11	NA	"M"	"FRANCAISE"	"PARIS 15EME"	"PARIS"	"FRANCE"	NA	"CHEFS D ENTREPRISE DE 10 SALARIES OU PLUS"
"ASN_0719942"	NA	"PA719942"	"BAUDU"	"STEPHANE"	1965-05-01	NA	"M"	"FRANCAISE"	"BLOIS"	"LOIR ET CHER"	"FRANCE"	NA	"CADRES D ENTREPRISE"
"RNE_1330278"	"1330278"	"PA719946"	"PELTIER"	"GUILLAUME"	1976-08-27	NA	"M"	"FRANCAISE"	"PARIS 14"	"PARIS"	"FRANCE"	NA	"CADRES D ENTREPRISE"
"RNE_1519780"	"1519780"	"PA719952"	"MIS"	"JEAN MICHEL"	1967-07-28	NA	"M"	"FRANCAISE"	"SAINT ETIENNE"	"LOIRE"	"FRANCE"	NA	"CADRES DE LA FONCTION PUBLIQUE PROFESSIONS INTELLECTUELLES ET ARTISTIQUES"
"RNE_1519781"	"1519781"	"PA719960"	"FAURE MUNTIAN"	"VALERIA"	1984-09-02	NA	"F"	"FRANCAISE"	"KILIA"	NA	"UKRAINE"	NA	"EMPLOYES DE COMMERCE"
"RNE_0998461"	"998461"	"PA719972"	"SARLES"	"NATHALIE"	1962-04-17	NA	"F"	"FRANCAISE"	"VALENCE"	"DROME"	"FRANCE"	NA	"EMPLOYES ADMINISTRATIFS D ENTREPRISE"
"RNE_1519782"	"1519782"	"PA719980"	"BOROWCZYK"	"JULIEN"	1979-05-02	NA	"M"	"FRANCAISE"	"MONTBRISON "	"LOIRE"	"FRANCE"	NA	"PROFESSIONS LIBERALES ET ASSIMILES"
"RNE_0160160"	"160160"	"PA719994"	"KAMOWSKI"	"CATHERINE"	1958-04-08	NA	"F"	"FRANCAISE"	"VALENCIENNES"	"NORD"	"FRANCE"	NA	"CADRES DE LA FONCTION PUBLIQUE PROFESSIONS INTELLECTUELLES ET ARTISTIQUES"
"RNE_1519787"	"1519787"	"PA720002"	"EL HAIRY"	"SARAH"	1989-03-16	NA	"F"	"FRANCAISE"	NA	"LOIR ET CHER"	"FRANCE"	NA	"CADRES D ENTREPRISE"
"RNE_1519792"	"1519792"	"PA720014"	"TIEGNA"	"HUGUETTE"	1982-04-01	NA	"F"	"FRANCAISE"	"BANGASSOGO"	NA	"BURKINA FASO"	NA	"CADRES DE LA FONCTION PUBLIQUE PROFESSIONS INTELLECTUELLES ET ARTISTIQUES"
"RNE_0157430"	"157430"	"PA720022"	"LAUZZANA"	"MICHEL"	1957-03-20	NA	"M"	"FRANCAISE"	"CASTELSARRASIN"	"TARN ET GARONNE"	"FRANCE"	NA	"PROFESSIONS LIBERALES ET ASSIMILES"
"RNE_1345442"	"1345442"	"PA720030"	"FRESCHI"	"ALEXANDRE"	1979-05-17	NA	"M"	"FRANCAISE"	"MARMANDE"	"LOT ET GARONNE"	"FRANCE"	NA	"CHEFS D ENTREPRISE DE 10 SALARIES OU PLUS"
"RNE_1519788"	"1519788"	"PA720038"	"JOSSO"	"SANDRINE"	1975-09-19	NA	"F"	"FRANCAISE"	"GUERANDE"	"LOIRE ATLANTIQUE"	"FRANCE"	NA	"PROFESSIONS LIBERALES ET ASSIMILES"
"RNE_1519789"	"1519789"	"PA720046"	"DUFEU SCHUBERT"	"AUDREY"	1980-06-03	NA	"F"	"FRANCAISE"	"SAINT NAZAIRE"	"LOIRE ATLANTIQUE"	"FRANCE"	NA	"CADRES D ENTREPRISE"
"RNE_0838123"	"838123"	"PA720054"	"HAURY"	"YANNICK"	1954-06-12	NA	"M"	"FRANCAISE"	"NANTES"	"LOIRE ATLANTIQUE"	"FRANCE"	NA	"PROFESSIONS LIBERALES ET ASSIMILES"
"RNE_1519790"	"1519790"	"PA720066"	"RIST"	"STEPHANIE"	1973-08-06	NA	"F"	"FRANCAISE"	"ATHIS MONS"	"ESSONNE"	"FRANCE"	NA	"CADRES DE LA FONCTION PUBLIQUE PROFESSIONS INTELLECTUELLES ET ARTISTIQUES"
"RNE_1519791"	"1519791"	"PA720074"	"JANVIER"	"CAROLINE"	1982-03-09	NA	"F"	"FRANCAISE"	"NANTES"	"LOIRE ATLANTIQUE"	"FRANCE"	NA	"CADRES D ENTREPRISE"
"RNE_1007792"	"1007792"	"PA720092"	"RAMOS"	"RICHARD"	1968-03-23	NA	"M"	"FRANCAISE"	"BLOIS"	"LOIR ET CHER"	"FRANCE"	NA	"CADRES D ENTREPRISE"
"RNE_0870016"	"870016"	"PA720100"	"PRADIE"	"AURELIEN"	1986-03-14	NA	"M"	"FRANCAISE"	"CAHORS"	"LOT"	"FRANCE"	NA	"CADRES D ENTREPRISE"
"RNE_1519784"	"1519784"	"PA720108"	"OPPELT"	"VALERIE"	1973-12-10	NA	"F"	"FRANCAISE"	"NANTES"	"LOIRE ATLANTIQUE"	"FRANCE"	NA	"ARTISANS"
"RNE_1519785"	"1519785"	"PA720116"	"BRUNET"	"ANNE FRANCE"	1962-06-12	NA	"F"	"FRANCAISE"	"SAINT MAUR DES FOSSES"	"VAL DE MARNE"	"FRANCE"	NA	"PROFESSIONS LIBERALES ET ASSIMILES"
"RNE_1519786"	"1519786"	"PA720124"	"AMADOU"	"AUDE"	1980-02-29	NA	"F"	"FRANCAISE"	"COUTANCES"	"MANCHE"	"FRANCE"	NA	"ANCIENS CADRES ET PROFESSIONS INTERMEDIAIRES"
"RNE_1519793"	"1519793"	"PA720138"	"SAINT PAUL"	"LAETITIA"	1981-01-21	NA	"F"	"FRANCAISE"	"CHARTRES"	"EURE ET LOIR"	"FRANCE"	NA	"CADRES DE LA FONCTION PUBLIQUE PROFESSIONS INTELLECTUELLES ET ARTISTIQUES"
"RNE_1519794"	"1519794"	"PA720146"	"MASSEGLIA"	"DENIS"	1981-04-11	NA	"M"	"FRANCAISE"	"NICE"	"ALPES MARITIMES"	"FRANCE"	NA	"CADRES D ENTREPRISE"
"RNE_1519795"	"1519795"	"PA720154"	"DUBRE CHIRAT"	"NICOLE"	1951-12-18	NA	"F"	"FRANCAISE"	"FELLETIN"	"CREUSE"	"FRANCE"	NA	"ANCIENS CADRES ET PROFESSIONS INTERMEDIAIRES"
"RNE_1014756"	"1014756"	"PA720162"	"BOLO"	"PHILIPPE"	1967-03-25	NA	"M"	"FRANCAISE"	"LIMOGES"	"HAUTE VIENNE"	"FRANCE"	NA	"CADRES D ENTREPRISE"
"RNE_1519799"	"1519799"	"PA720170"	"GRANDJEAN"	"CAROLE"	1983-05-18	NA	"F"	"FRANCAISE"	"SURESNES"	"HAUTS DE SEINE"	"FRANCE"	NA	"CADRES D ENTREPRISE"
"RNE_0405675"	"405675"	"PA720178"	"GARCIA"	"LAURENT"	1970-05-31	NA	"M"	"FRANCAISE"	"PARIS 16E "	"PARIS"	"FRANCE"	NA	"CADRES D ENTREPRISE"
"RNE_0325714"	"325714"	"PA720190"	"SORRE"	"BERTRAND"	1965-05-08	NA	"M"	"FRANCAISE"	"CHERBOURG"	"MANCHE"	"FRANCE"	NA	"EMPLOYES DE LA FONCTION PUBLIQUE"
"RNE_1021863"	"1021863"	"PA720198"	"GALBADON"	"GREGORY"	1973-01-21	NA	"M"	"FRANCAISE"	"COUTANCES"	"MANCHE"	"FRANCE"	NA	"CADRES DE LA FONCTION PUBLIQUE PROFESSIONS INTELLECTUELLES ET ARTISTIQUES"
"RNE_1519796"	"1519796"	"PA720202"	"KRIMI"	"SONIA"	1982-12-20	NA	"F"	"FRANCAISE"	"TUNIS"	NA	"TUNISIE"	NA	"CADRES D ENTREPRISE"
"RNE_1359902"	"1359902"	"PA720210"	"BEAUVAIS"	"VALERIE"	1963-03-08	NA	"F"	"FRANCAISE"	"NEVERS"	"NIEVRE"	"FRANCE"	NA	"SANS PROFESSION DECLAREE"
"RNE_1519797"	"1519797"	"PA720214"	"KURIC"	"AINA"	1987-05-15	NA	"F"	"FRANCAISE"	"CREIL"	"OISE"	"FRANCE"	NA	"COMMERCANTS ET ASSIMILES"
"RNE_1519798"	"1519798"	"PA720222"	"GIRARDIN"	"ERIC"	1962-02-12	NA	"M"	"FRANCAISE"	"SEZANNE"	"MARNE"	"FRANCE"	NA	"PROFESSIONS LIBERALES ET ASSIMILES"
"RNE_1358010"	"1358010"	"PA720230"	"MAGNIER"	"LISE"	1984-12-31	NA	"F"	"FRANCAISE"	"CHALONS SUR MARNE"	"MARNE"	"FRANCE"	NA	"CADRES DE LA FONCTION PUBLIQUE PROFESSIONS INTELLECTUELLES ET ARTISTIQUES"
"RNE_1514418"	"1514418"	"PA720242"	"ABBA"	"BERANGERE"	1976-10-22	NA	"F"	"FRANCAISE"	"CHAUMONT"	"HAUTE MARNE"	"FRANCE"	NA	"EMPLOYES DE COMMERCE"
"RNE_1363890"	"1363890"	"PA720256"	"BANNIER"	"GERALDINE"	1979-11-22	NA	"F"	"FRANCAISE"	"LAVAL"	"MAYENNE"	"FRANCE"	NA	"CADRES DE LA FONCTION PUBLIQUE PROFESSIONS INTELLECTUELLES ET ARTISTIQUES"
"RNE_0796406"	"796406"	"PA720268"	"DAMAISIN"	"OLIVIER"	1966-08-05	NA	"M"	"FRANCAISE"	"ROMANS SUR ISERE"	"DROME"	"FRANCE"	NA	"COMMERCANTS ET ASSIMILES"
"RNE_1180919"	"1180919"	"PA720278"	"ORPHELIN"	"MATTHIEU"	1972-12-03	NA	"M"	"FRANCAISE"	"SAINT NAZAIRE"	"LOIRE ATLANTIQUE"	"FRANCE"	NA	"CADRES D ENTREPRISE"
"RNE_1519800"	"1519800"	"PA720286"	"FIAT"	"CAROLINE"	1977-01-28	NA	"F"	"FRANCAISE"	"VERDUN"	"MEUSE"	"FRANCE"	NA	"OUVRIERS QUALIFIES"
"RNE_1519801"	"1519801"	"PA720298"	"CARIOU"	"EMILIE"	1971-10-14	NA	"F"	"FRANCAISE"	"VERDUN"	"MEUSE"	"FRANCE"	NA	"CADRES DE LA FONCTION PUBLIQUE PROFESSIONS INTELLECTUELLES ET ARTISTIQUES"
"RNE_1379197"	"1379197"	"PA720310"	"AREND"	"CHRISTOPHE"	1975-08-12	NA	"M"	"FRANCAISE"	"FORBACH"	"MOSELLE"	"FRANCE"	NA	"PROFESSIONS LIBERALES ET ASSIMILES"
"RNE_1376821"	"1376821"	"PA720318"	"ZANNIER"	"HELENE"	1972-09-19	NA	"F"	"FRANCAISE"	"SAINT AVOLD"	"MOSELLE"	"FRANCE"	NA	"CADRES DE LA FONCTION PUBLIQUE PROFESSIONS INTELLECTUELLES ET ARTISTIQUES"
"RNE_1519806"	"1519806"	"PA720326"	"HAMMOUCHE"	"BRAHIM"	1971-05-17	NA	"M"	"FRANCAISE"	"SMAOUN"	NA	"ALGERIE"	NA	"PROFESSIONS LIBERALES ET ASSIMILES"
"RNE_1519802"	"1519802"	"PA720334"	"PAHUN"	"JIMMY"	1962-05-15	NA	"M"	"FRANCAISE"	"PARIS"	"PARIS"	"FRANCE"	NA	"PROFESSIONS INTERMEDIAIRES DE L ENSEIGNEMENT DE LA SANTE DE LA FONCTION PUBLIQUE ET ASSIMILES"
"RNE_0688563"	"688563"	"PA720342"	"LE PEIH"	"NICOLE"	1959-09-28	NA	"F"	"FRANCAISE"	"PONTIVY "	"MORBIHAN"	"FRANCE"	NA	"AGRICULTEURS EXPLOITANTS"
"RNE_1372345"	"1372345"	"PA720354"	"JACQUES"	"JEAN MICHEL"	1968-02-29	NA	"M"	"FRANCAISE"	"METZ"	"MOSELLE"	"FRANCE"	NA	"PROFESSIONS INTERMEDIAIRES DE L ENSEIGNEMENT DE LA SANTE DE LA FONCTION PUBLIQUE ET ASSIMILES"
"RNE_1040860"	"1040860"	"PA720362"	"BELHADDAD"	"BELKHIR"	1969-07-09	NA	"M"	"FRANCAISE"	"TIMGAD"	NA	"ALGERIE"	NA	"CHEFS D ENTREPRISE DE 10 SALARIES OU PLUS"
"RNE_1519804"	"1519804"	"PA720370"	"MENDES"	"LUDOVIC"	1987-04-11	NA	"M"	"FRANCAISE"	"METZ"	"MOSELLE"	"FRANCE"	NA	"CADRES D ENTREPRISE"
"RNE_1040855"	"1040855"	"PA720378"	"LIOGER"	"RICHARD"	1957-09-18	NA	"M"	"FRANCAISE"	"PARIS 10"	"PARIS"	"FRANCE"	NA	"CADRES DE LA FONCTION PUBLIQUE PROFESSIONS INTELLECTUELLES ET ARTISTIQUES"
